index_no,model,simulation,observer,scenario,run,step,time,agent_name,selected_predictor,predictor_fitness,predictor_prediction,my_play
4587,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,458,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
4588,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,458,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
4589,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,458,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
4590,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,459,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
4591,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,459,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
4592,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,459,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
4593,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,459,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
4594,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,459,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
4595,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,459,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
4596,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,459,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
4597,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,459,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
4598,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,459,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
4599,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,459,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
4600,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,460,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
4601,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,460,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
4602,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,460,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
4603,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,460,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
4604,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,460,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
4605,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,460,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
4606,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,460,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
4607,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,460,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,2,GOING
4608,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,460,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
4609,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,460,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,2,GOING
4610,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,461,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
4611,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,461,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
4612,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,461,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
4613,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,461,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,2,GOING
4614,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,461,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
4615,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,461,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
4616,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,461,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
4617,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,461,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,2,GOING
4618,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,461,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
4619,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,461,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,2,GOING
4620,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,462,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
4621,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,462,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
4622,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,462,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
4623,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,462,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,2,GOING
4624,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,462,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
4625,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,462,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
4626,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,462,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
4627,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,462,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
4628,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,462,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
4629,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,462,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
4630,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,463,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
4631,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,463,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
4632,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,463,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,2,GOING
4633,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,463,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
4634,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,463,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
4635,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,463,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
4636,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,463,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
4637,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,463,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
4638,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,463,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
4639,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,463,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
4640,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,464,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,2,NOT GOING
4641,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,464,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,2,NOT GOING
4642,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,464,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
4643,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,464,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
4644,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,464,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,2,GOING
4645,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,464,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
4646,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,464,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
4647,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,464,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,4,GOING
4648,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,464,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
4649,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,464,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,4,GOING
4650,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,465,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,2,NOT GOING
4651,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,465,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,2,NOT GOING
4652,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,465,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
4653,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,465,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,4,NOT GOING
4654,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,465,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,2,GOING
4655,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,465,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
4656,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,465,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
4657,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,465,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
4658,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,465,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
4659,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,465,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
4660,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,466,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
4661,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,466,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
4662,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,466,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
4663,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,466,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
4664,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,466,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
4665,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,466,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
4666,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,466,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
4667,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,466,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
4668,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,466,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
4669,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,466,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
4670,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,467,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
4671,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,467,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
4672,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,467,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
4673,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,467,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
4674,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,467,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
4675,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,467,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
4676,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,467,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
4677,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,467,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
4678,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,467,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
4679,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,467,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
4680,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,468,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,4,NOT GOING
4681,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,468,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,4,NOT GOING
4682,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,468,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
4683,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,468,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
4684,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,468,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,4,NOT GOING
4685,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,468,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
4686,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,468,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
4687,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,468,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
4688,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,468,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
4689,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,468,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
4690,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,469,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
4691,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,469,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
4692,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,469,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
4693,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,469,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
4694,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,469,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
4695,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,469,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
4696,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,469,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
4697,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,469,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
4698,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,469,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
4699,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,469,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
4700,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,470,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
4701,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,470,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
4702,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,470,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
4703,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,470,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
4704,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,470,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
4705,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,470,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
4706,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,470,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
4707,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,470,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
4708,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,470,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
4709,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,470,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
4710,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,471,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
4711,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,471,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
4712,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,471,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
4713,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,471,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
4714,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,471,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
4715,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,471,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
4716,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,471,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
4717,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,471,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
4718,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,471,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
4719,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,471,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
4720,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,472,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
4721,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,472,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
4722,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,472,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
4723,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,472,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
4724,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,472,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
4725,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,472,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
4726,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,472,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
4727,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,472,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
4728,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,472,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
4729,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,472,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
4730,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,473,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
4731,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,473,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
4732,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,473,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
4733,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,473,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
4734,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,473,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
4735,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,473,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
4736,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,473,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
4737,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,473,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
4738,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,473,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
4739,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,473,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
4740,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,474,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
4741,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,474,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
4742,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,474,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
